CAPSULE_TEXT,GENRE_NAME,PRICE_RATE,CATALOG_PRICE,DISCOUNT_PRICE,DISPFROM,DISPEND,DISPPERIOD,VALIDFROM,VALIDEND,VALIDPERIOD,USABLE_DATE_MON,USABLE_DATE_TUE,USABLE_DATE_WED,USABLE_DATE_THU,USABLE_DATE_FRI,USABLE_DATE_SAT,USABLE_DATE_SUN,USABLE_DATE_HOLIDAY,USABLE_DATE_BEFORE_HOLIDAY,large_area_name,ken_name,small_area_name,COUPON_ID_hash
b'Delivery service',b'Delivery service',52,3129,1500,2011-09-11 12:00:00,2011-09-13 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ikebukuro,09edb7fb54fa7a8f772942fa76f3ca76
b'Delivery service',b'Delivery service',50,3990,1995,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,hokkaido,hokkaido,hokkaido,afdc75dd53c4c15764b5bc4859a03147
b'Delivery service',b'Delivery service',50,3990,1995,2011-09-06 12:00:00,2011-09-08 12:00:00,2,,,,,,,,,,,,,hokkaido,hokkaido,hokkaido,122c3d6c96e61d4937cba5ee516b3b60
b'Delivery service',b'Delivery service',50,5670,2800,2011-08-30 12:00:00,2011-09-02 12:00:00,3,,,,,,,,,,,,,kanto,tokyo,tokyo_ebisu,82972c139d9f6f96941ed6b53ab2accc
b'Delivery service',b'Delivery service',50,3990,1995,2011-09-07 12:00:00,2011-09-09 12:00:00,2,,,,,,,,,,,,,hokkaido,hokkaido,hokkaido,b6ff0b4eb29b7050beb6cb99bcd64b2b
b'Delivery service',b'Delivery service',59,7980,3200,2011-09-14 12:00:00,2011-09-16 12:00:00,2,,,,,,,,,,,,,tohoku,miyagi,miyagi,eac4bc1c2d09d982cefce7c55769d55f
b'Relaxation',b'Relaxation',53,10625,4980,2011-09-09 12:00:00,2011-09-12 12:00:00,3,2011-09-13,2011-12-11,89.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kansai,osaka,osaka_kita,3e30c62eb4a68f2557ee82330876d8ad
b'Delivery service',b'Delivery service',59,7980,3200,2011-09-14 12:00:00,2011-09-16 12:00:00,2,,,,,,,,,,,,,tohoku,miyagi,miyagi,c42ba78faf57c0b3dccaac5ce47f9aaa
b'Delivery service',b'Delivery service',69,2940,888,2011-09-11 12:00:00,2011-09-13 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,8f4c087e8b435172382108b28b505888
b'Delivery service',b'Delivery service',80,35000,6980,2011-09-07 12:00:00,2011-09-09 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,98ec2605b1ef8e26ea8da3898c936b0a
b'Japanese hotel',b'Hotel and Japanese hotel',50,33600,16800,2011-09-09 12:00:00,2011-09-10 12:00:00,1,2011-09-11,2011-12-27,107.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,shikoku,kagawa,kagawa,b04d0119e2c023d40153fdb71cbfc0b1
b'Spa',b'Spa',90,27090,2700,2011-09-23 12:00:00,2011-09-26 12:00:00,3,2011-09-27,2011-12-26,90.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,hokkaido,hokkaido,hokkaido,c27bb1003f25d030d277aba70b877961
b'Delivery service',b'Delivery service',50,2290,1140,2011-09-07 12:00:00,2011-09-09 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,81ae8b76f45a1eccd588812a77ccd71f
b'Delivery service',b'Delivery service',50,3150,1575,2011-09-10 12:00:00,2011-09-13 12:00:00,3,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,5b8656a8793d98060a9ddb9146a3683c
b'Delivery service',b'Delivery service',53,2100,980,2011-09-09 12:00:00,2011-09-11 12:00:00,2,,,,,,,,,,,,,kanto,kanagawa,kanagawa_kawasaki,eddcbdee139f77ac764a8c55e73d96aa
b'Delivery service',b'Delivery service',76,12050,2790,2011-08-28 12:00:00,2011-08-30 12:00:00,2,,,,,,,,,,,,,kanto,tochigi,tochigi,2bca153092637318139d372438e3f204
b'Other',b'Other coupon',72,7350,2000,2011-09-07 12:00:00,2011-09-10 12:00:00,3,2011-09-11,2011-12-09,89.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,hokkaido,hokkaido,hokkaido,d2646d3cb61a78dec2195e18b1c22cfb
b'Gift card',b'Gift card',60,5000,2000,2011-09-07 12:00:00,2011-09-09 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ikebukuro,113960e8945388b3dc9d4d4e796835e5
b'Spa',b'Spa',62,2100,788,2011-09-11 12:00:00,2011-09-13 12:00:00,2,2011-09-14,2012-03-11,179.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,kanto,tokyo,tokyo_ginza,1d8043dd2b38b2f873011aa6b45e1a26
b'Delivery service',b'Delivery service',50,2570,1285,2011-09-10 12:00:00,2011-09-12 12:00:00,2,,,,,,,,,,,,,kansai,osaka,osaka_minami,7bee7127ae55effe4736d60101d8c97e
b'Delivery service',b'Delivery service',80,15143,2980,2011-09-11 12:00:00,2011-09-13 12:00:00,2,,,,,,,,,,,,,kansai,osaka,osaka_minami,f3c5649cbe05686a4637eb5a045de8b6
b'Delivery service',b'Delivery service',80,15143,2980,2011-09-10 12:00:00,2011-09-12 12:00:00,2,,,,,,,,,,,,,kansai,osaka,osaka_kita,bef7ce2f6d7bfbc2fc6c49c03a2f5858
b'Other',b'Other coupon',51,2860,1380,2011-09-07 12:00:00,2011-09-09 12:00:00,2,2011-09-12,2011-10-31,49.0,,,,,,,,,,tohoku,aomori,aomori,342b07537899c13d3f36228667bfced5
b'Other',b'Other coupon',63,3480,1280,2011-09-11 12:00:00,2011-09-13 12:00:00,2,2011-09-14,2011-09-20,6.0,,,,,,,,,,kansai,osaka,osaka_minami,5d2375eac04a652458c496879322ab6f
b'Delivery service',b'Delivery service',55,2920,1300,2011-09-09 12:00:00,2011-09-11 12:00:00,2,,,,,,,,,,,,,kansai,osaka,osaka_minami,17af994123bb0bc4f631c199013b2f55
b'Relaxation',b'Relaxation',55,1800,800,2011-09-23 12:00:00,2011-09-26 12:00:00,3,2011-09-27,2012-03-24,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,kanagawa,kanagawa_yokohama,c9fb19d29b5753abe64bfcdbb2f9f591
b'Delivery service',b'Delivery service',50,1998,980,2011-09-11 12:00:00,2011-09-13 12:00:00,2,,,,,,,,,,,,,kyusyu,hukuoka,hukuoka,be1210c3248649040dfa2b0116e9a601
b'Delivery service',b'Delivery service',50,1998,980,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,kyusyu,hukuoka,hukuoka,b2250ea6bb656e9046ae02f5c111a231
b'Delivery service',b'Delivery service',50,2958,1450,2011-09-09 12:00:00,2011-09-11 12:00:00,2,,,,,,,,,,,,,kyusyu,hukuoka,hukuoka,fafaff81629553b5ce9b85890c5cb671
b'Delivery service',b'Delivery service',50,2499,1240,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,kyusyu,hukuoka,hukuoka,456f8d8517eda6fad8bc48f6779db970
b'Delivery service',b'Delivery service',50,2300,1150,2011-09-10 12:00:00,2011-09-12 12:00:00,2,,,,,,,,,,,,,kyusyu,hukuoka,hukuoka,d80c59d976f77cc5285b8c30eeda5d64
b'Hair salon',b'Hair salon',58,14400,6000,2011-09-10 12:00:00,2011-09-13 12:00:00,3,2011-09-14,2012-01-31,139.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,saitama,saitama,fa5fc5dff90fa69f51b0fa19e2051787
b'Delivery service',b'Delivery service',54,2444,1100,2011-09-08 12:00:00,2011-09-10 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_shinjuku,dd612f5f4802053b4e52cfbd079aa680
b'Relaxation',b'Relaxation',60,5000,2000,2011-09-18 12:00:00,2011-09-20 12:00:00,2,2011-09-22,2011-12-20,89.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,tokai,aichi,aichi,bb298227fe8d4cabf298262efd2cf921
b'Delivery service',b'Delivery service',56,1210,525,2011-09-10 12:00:00,2011-09-13 12:00:00,3,,,,,,,,,,,,,kanto,tokyo,tokyo_shinjuku,07bb0d384fed7add4cd6fa5b33a126b6
b'Delivery service',b'Delivery service',77,2160,490,2011-09-08 12:00:00,2011-09-10 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,c980bcd05378fc770061262464f25314
b'Delivery service',b'Delivery service',55,2200,980,2011-09-10 12:00:00,2011-09-13 12:00:00,3,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,23c36a95b8c2a52121a7aa6c1fcc100a
b'Food',b'Food',50,3528,1760,2011-09-08 12:00:00,2011-09-11 12:00:00,3,2011-09-12,2011-12-20,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,kanagawa,kanagawa_kawasaki,0dd8bf6c80df153930b5830c4baf2b5d
b'Food',b'Food',50,2289,1129,2011-09-26 12:00:00,2011-09-29 12:00:00,3,2011-09-30,2012-03-27,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,kanagawa,kanagawa_kawasaki,8f02885f194a0f66c4055f2ed82ff400
b'Gift card',b'Gift card',60,5000,2000,2011-09-07 12:00:00,2011-09-09 12:00:00,2,,,,,,,,,,,,,kanto,saitama,saitama,69c2ef0c09abf4d86a6738679f0ef310
b'Delivery service',b'Delivery service',78,10185,2180,2011-09-06 12:00:00,2011-09-08 12:00:00,2,,,,,,,,,,,,,hokkaido,hokkaido,hokkaido,ffe5a99e6179ca2b0182cbbb3c6881ea
b'Delivery service',b'Delivery service',50,1680,840,2011-09-08 12:00:00,2011-09-10 12:00:00,2,,,,,,,,,,,,,hokkaido,hokkaido,hokkaido,37292b09d8cd6081e77bef8673c22762
b'Delivery service',b'Delivery service',64,3360,1184,2011-09-07 12:00:00,2011-09-09 12:00:00,2,,,,,,,,,,,,,hokkaido,hokkaido,hokkaido,97ad0e9bf3e437fb16737cccc91a086c
b'Delivery service',b'Delivery service',64,3360,1184,2011-09-07 12:00:00,2011-09-09 12:00:00,2,,,,,,,,,,,,,hokkaido,hokkaido,hokkaido,3e793dd6eff0c395f3237e489918a3fc
b'Other',b'Other coupon',58,3570,1480,2011-09-22 12:00:00,2011-09-23 12:00:00,1,2011-09-24,2011-09-25,1.0,,,,,,,,,,hokkaido,hokkaido,hokkaido,771ab3f408a7a218dd0a58369da2dcf4
b'Other',b'Other coupon',59,2415,980,2011-09-28 12:00:00,2011-09-30 12:00:00,2,2011-10-01,2011-10-03,2.0,,,,,,,,,,hokkaido,hokkaido,hokkaido,d2e9e6106158799764d4ef956a6e02ef
b'Delivery service',b'Delivery service',50,12800,6400,2011-09-09 12:00:00,2011-09-11 12:00:00,2,,,,,,,,,,,,,kanto,saitama,saitama,1fd338bb63bd14735860887efead74ed
b'Delivery service',b'Delivery service',61,2570,980,2011-09-06 12:00:00,2011-09-08 12:00:00,2,,,,,,,,,,,,,kanto,saitama,saitama,c7589f27792f8c6016f99e1cd102c453
b'Gift card',b'Gift card',60,5000,2000,2011-09-07 12:00:00,2011-09-09 12:00:00,2,,,,,,,,,,,,,kanto,tochigi,tochigi,6b43bbf68c382ddffb263cd63fcdf0e8
b'Delivery service',b'Delivery service',57,4200,1780,2011-09-10 12:00:00,2011-09-12 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ikebukuro,9a9bbcca87183109af331e3d22088195
b'Delivery service',b'Delivery service',50,1360,680,2011-09-06 12:00:00,2011-09-08 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,8c6d637c9505f40b2331ae09fd35706d
b'Delivery service',b'Delivery service',77,6980,1580,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ikebukuro,0f319cc838ec2dbbf5f6d63b9531d895
b'Other',b'Other coupon',50,10800,5400,2011-09-08 12:00:00,2011-09-10 12:00:00,2,2011-09-11,2012-03-08,179.0,,,,,,,,,,hokkaido,hokkaido,hokkaido,81b04cafdd064505c7c2f8050dcb3068
b'Delivery service',b'Delivery service',50,1360,680,2011-09-08 12:00:00,2011-09-10 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,35e354acb8bd399c7373420c25625ea4
b'Delivery service',b'Delivery service',50,2999,1470,2011-09-11 12:00:00,2011-09-13 12:00:00,2,,,,,,,,,,,,,kanto,chiba,chiba,e9b23a1354c9348e52a9319891f1a390
b'Delivery service',b'Delivery service',70,4980,1480,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ikebukuro,4a18036f7de3443703330bd62bd2841f
b'Delivery service',b'Delivery service',50,3738,1869,2011-09-06 12:00:00,2011-09-08 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_shibuya,79aa6870fa60fdc8bbb0cc327ec6fa89
b'Delivery service',b'Delivery service',50,2590,1295,2011-09-08 12:00:00,2011-09-10 12:00:00,2,,,,,,,,,,,,,kyusyu,nagasaki,nagasaki,9f8c02072e64d1ebfd314b53d88570f5
b'Delivery service',b'Delivery service',50,4950,2475,2011-09-06 12:00:00,2011-09-08 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,98880de9ae8eef50488f8a68fda1cb4d
b'Delivery service',b'Delivery service',52,4140,1980,2011-10-04 12:00:00,2011-10-06 12:00:00,2,,,,,,,,,,,,,kansai,osaka,osaka_minami,9c4388045ebd0c2449fdb0f4f88bd365
b'Other',b'Other coupon',74,3835,980,2011-09-28 12:00:00,2011-09-30 12:00:00,2,2011-10-01,2011-12-29,89.0,,,,,,,,,,kansai,osaka,osaka_minami,a6713af20f1b16c215613440354871b7
b'Hotel',b'Hotel and Japanese hotel',50,28200,14100,2011-09-13 12:00:00,2011-09-14 12:00:00,1,2011-09-15,2012-02-29,167.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,tokai,shizuoka,shizuoka,d27f3d51642fa0a0788d33283638409f
b'Food',b'Food',50,3620,1810,2011-09-06 12:00:00,2011-09-08 12:00:00,2,2011-09-09,2012-03-06,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kansai,osaka,osaka_minami,929d1683c68910374fcb7bd522b0f351
b'Food',b'Food',50,3420,1710,2011-09-10 12:00:00,2011-09-12 12:00:00,2,2011-09-13,2012-03-06,175.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kansai,osaka,osaka_minami,ec178b741b164c55ea87b4589318ef87
b'Delivery service',b'Delivery service',68,3990,1260,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,c71815579cab0dc31aafc33914396fe6
b'Delivery service',b'Delivery service',57,3969,1700,2011-08-28 12:00:00,2011-08-30 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,c1ddae4f3a2e9def6afe7d1b19119f20
b'Delivery service',b'Delivery service',56,6930,2980,2011-09-06 12:00:00,2011-09-08 12:00:00,2,,,,,,,,,,,,,kanto,chiba,chiba,1137bfcea5d91e7b29d3f5b057cc09c0
b'Delivery service',b'Delivery service',51,6195,2980,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,kanto,chiba,chiba,0e66a65020c19ef7de30e87e465a38a8
b'Food',b'Food',50,1500,750,2011-09-11 12:00:00,2011-09-13 12:00:00,2,2011-09-14,2011-12-30,107.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,kanto,tokyo,tokyo_ginza,b25fd840d46746116191083da2eb0e9c
b'Delivery service',b'Delivery service',50,2760,1380,2011-09-08 12:00:00,2011-09-10 12:00:00,2,,,,,,,,,,,,,kyusyu,hukuoka,hukuoka,bdc47546791c3197e378cbd00b54b93d
b'Delivery service',b'Delivery service',51,6195,2980,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,kanto,chiba,chiba,e632a31cb1a9bcc217fbb0b23afcf76a
b'Delivery service',b'Delivery service',51,6195,2980,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,kanto,chiba,chiba,d585055d5f85bb4cfc9f788c3403592c
b'Delivery service',b'Delivery service',50,3240,1620,2011-09-06 12:00:00,2011-09-08 12:00:00,2,,,,,,,,,,,,,kyusyu,hukuoka,hukuoka,7a4a00226389b62fda34639e5e4b381f
b'Delivery service',b'Delivery service',50,2500,1250,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,kansai,osaka,osaka_minami,9a66026dd032194977b1db787b818808
b'Delivery service',b'Delivery service',56,4570,1980,2011-09-07 12:00:00,2011-09-09 12:00:00,2,,,,,,,,,,,,,kanto,saitama,saitama,b684664391f73394976c5b846b3cf282
b'Other',b'Other coupon',53,3150,1480,2011-08-30 12:00:00,2011-09-01 12:00:00,2,2011-09-02,2011-10-31,59.0,,,,,,,,,,kanto,tokyo,tokyo_shinjuku,109962f86657a6a9b2fb1b694d68f718
b'Delivery service',b'Delivery service',50,3780,1890,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,shikoku,tokushima,tokushima,267e3e9bf557c1d148b51ffecdcef310
b'Delivery service',b'Delivery service',50,4360,2180,2011-08-28 12:00:00,2011-08-30 12:00:00,2,,,,,,,,,,,,,kanto,chiba,chiba,24dd955fce8439d4a05f4d7940883c78
b'Other',b'Other coupon',50,2000,1000,2011-09-11 12:00:00,2011-09-13 12:00:00,2,2011-09-14,2011-11-12,59.0,,,,,,,,,,tyugoku,hiroshima,hiroshima,892855ecc87dbb5733a69b529ec4f2bb
b'Delivery service',b'Delivery service',81,13440,2480,2011-09-08 12:00:00,2011-09-10 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,39e0190fbd5124b639e6f6f4fdaad935
b'Food',b'Food',50,3500,1750,2011-09-07 12:00:00,2011-09-10 12:00:00,3,2011-09-11,2012-02-29,171.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,hokushinetu,ishikawa,ishikawa,932d398a24e9c02ca171b11d5e9c64de
b'Delivery service',b'Delivery service',81,13440,2480,2011-09-10 12:00:00,2011-09-12 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,5f01233778b590c3ba8d1c6cfcf4a4fe
b'Hotel',b'Hotel and Japanese hotel',50,21850,10925,2011-09-13 12:00:00,2011-09-15 12:00:00,2,2011-09-16,2012-02-29,166.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,tohoku,akita,akita,50d46cb3ce16e89a12d0b7f6809e946a
b'Lesson',b'Lesson',67,3000,980,2011-09-18 12:00:00,2011-09-20 12:00:00,2,2011-09-23,2011-10-06,13.0,,,,,,,,,,kanto,tokyo,tokyo_ikebukuro,542576ecf57aec1f6f9e90d344f27402
b'Delivery service',b'Delivery service',75,5980,1480,2011-10-01 12:00:00,2011-10-03 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ikebukuro,a3147f1b952adf920671a5050df6cc1f
b'Delivery service',b'Delivery service',51,2000,980,2011-09-09 12:00:00,2011-09-12 12:00:00,3,,,,,,,,,,,,,kanto,tokyo,tokyo_ebisu,34a760d1d2f48213e7dfd81bdeca7757
b'Food',b'Food',50,3300,1650,2011-09-13 12:00:00,2011-09-16 12:00:00,3,2011-09-17,2012-03-14,179.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,kansai,hyogo,hyogo,b3a89acee831e5d20afeedf4d3621b3d
b'Delivery service',b'Delivery service',51,2000,980,2011-09-09 12:00:00,2011-09-12 12:00:00,3,,,,,,,,,,,,,kanto,tokyo,tokyo_ebisu,b87e60d60f3b13059ffd1ceb709b83d5
b'Food',b'Food',50,760,380,2011-09-07 12:00:00,2011-09-10 12:00:00,3,2011-09-11,2012-03-08,179.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,chiba,chiba,9a7cd8293d5aca0afe854b828710ab3a
b'Food',b'Food',51,17985,8700,2011-09-17 12:00:00,2011-09-24 12:00:00,7,2011-09-25,2012-01-31,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,chiba,chiba,8b16e24f04f712ed3581e3c4b1022f26
b'Delivery service',b'Delivery service',53,2560,1180,2011-09-12 12:00:00,2011-09-14 12:00:00,2,,,,,,,,,,,,,kanto,saitama,saitama,727f594e3902a1619af25848d74a0319
b'Japanese hotel',b'Hotel and Japanese hotel',50,83600,41800,2011-09-20 12:00:00,2011-09-22 12:00:00,2,2011-09-25,2012-03-16,173.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,tokai,shizuoka,shizuoka,18a25684698598b2354e455764469312
b'Food',b'Food',56,6888,2980,2011-09-12 12:00:00,2011-09-15 12:00:00,3,2011-09-17,2012-02-29,165.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_ebisu,565567bf0f169ee811b50beef5f8a394
b'Delivery service',b'Delivery service',50,4480,2240,2011-09-06 12:00:00,2011-09-08 12:00:00,2,,,,,,,,,,,,,kanto,saitama,saitama,3fecbd2f19d4a2ac0751207749bdaf34
b'Other',b'Other coupon',50,2300,1150,2011-09-15 12:00:00,2011-09-17 12:00:00,2,2011-09-18,2011-09-30,12.0,,,,,,,,,,kanto,kanagawa,kanagawa_kawasaki,6144e2b38d96b853f2edddcbc4574190
b'Delivery service',b'Delivery service',50,3203,1600,2011-09-06 12:00:00,2011-09-08 12:00:00,2,,,,,,,,,,,,,kyusyu,okinawa,okinawa,e1a90703597939ef8de3ebf039d0353d
b'Delivery service',b'Delivery service',51,2280,1100,2011-09-08 12:00:00,2011-09-10 12:00:00,2,,,,,,,,,,,,,kanto,saitama,saitama,b6285360178d9cd5428c57dc95465856
b'Delivery service',b'Delivery service',50,3255,1627,2011-09-10 12:00:00,2011-09-13 12:00:00,3,,,,,,,,,,,,,kanto,tokyo,tokyo_ebisu,3ab2e0f7578308386be9c20e4fb077c1
b'Food',b'Food',50,8500,4250,2011-09-09 12:00:00,2011-09-16 12:00:00,7,2011-09-17,2012-03-11,176.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,hokushinetu,ishikawa,ishikawa,3cc743843305b722513d2df4defe689a
b'Delivery service',b'Delivery service',55,4326,1940,2011-09-10 12:00:00,2011-09-12 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,26f07d2a7b151a33ce8c31b979989bb4
b'Delivery service',b'Delivery service',50,3500,1750,2011-09-08 12:00:00,2011-09-10 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,9f5e33753cc820e3e90b2a66811c269d
b'Food',b'Food',58,5980,2500,2011-09-14 12:00:00,2011-09-16 12:00:00,2,2011-09-24,2012-02-26,155.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,kanto,tokyo,tokyo_ginza,3410e8070f9d659930770feb884f2594
b'Delivery service',b'Delivery service',64,5071,1790,2011-09-09 12:00:00,2011-09-11 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,b7ba4a9142ab0fe39a4bbed1b8a77bc5
b'Delivery service',b'Delivery service',50,2960,1480,2011-09-08 12:00:00,2011-09-10 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,5d4fb791b3833d335b9cb03f999cfacf
b'Delivery service',b'Delivery service',81,10000,1890,2011-09-09 12:00:00,2011-09-11 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_ginza,98c14de9e2385b056dca46c8e515602c
b'Other',b'Other coupon',50,5000,2500,2011-09-06 12:00:00,2011-09-08 12:00:00,2,2011-09-10,2011-12-31,112.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,tokai,mie,mie,4b860de713b83bf58683248c32413cfc
b'Food',b'Food',50,2390,1190,2011-09-06 12:00:00,2011-09-08 12:00:00,2,2011-09-09,2011-09-30,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_shinjuku,66b19cc513eea7b5b28f7b49a8bb89f2
b'Delivery service',b'Delivery service',50,15750,7875,2011-09-07 12:00:00,2011-09-09 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_shinjuku,a18e3b39280d8638ff10ac309bdb049d
b'Other',b'Other coupon',50,2290,1140,2011-09-06 12:00:00,2011-09-08 12:00:00,2,2011-09-09,2011-09-26,17.0,,,,,,,,,,kanto,tokyo,tokyo_shibuya,9df3ad00775c1f8b264ba12aa52e43c0
b'Other',b'Other coupon',67,29800,9800,2011-09-06 12:00:00,2011-09-08 12:00:00,2,2011-09-09,2012-03-06,179.0,,,,,,,,,,hokkaido,hokkaido,hokkaido,bd5d99ab7b7d34b387055d76b9aeed54
b'Food',b'Food',67,2980,980,2011-10-01 12:00:00,2011-10-03 12:00:00,2,2011-10-04,2011-11-30,57.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,tokyo,tokyo_ginza,416454fd0fc725cdbb38d7420cc322d9
b'Other',b'Other coupon',51,2000,980,2011-09-08 12:00:00,2011-09-10 12:00:00,2,2011-09-11,2012-02-27,169.0,,,,,,,,,,hokkaido,hokkaido,hokkaido,cf31727e2c061727de1ceee8361e4111
b'Food',b'Food',63,5540,2000,2011-09-19 12:00:00,2011-09-22 12:00:00,3,2011-09-23,2012-02-29,159.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kyusyu,okinawa,okinawa,250589c4caeb376e865046cc8fc8157a
b'Delivery service',b'Delivery service',50,12800,6400,2011-09-11 12:00:00,2011-09-13 12:00:00,2,,,,,,,,,,,,,kanto,kanagawa,kanagawa_kawasaki,791fad9f413699ef3b9c40b8ec973ffe
b'Delivery service',b'Delivery service',65,7980,2793,2011-08-30 12:00:00,2011-09-01 12:00:00,2,,,,,,,,,,,,,kanto,tokyo,tokyo_akasaka,a925ed3408f14e559967df855d9b5397
b'Food',b'Food',51,16500,7980,2011-09-13 12:00:00,2011-09-16 12:00:00,3,2011-09-17,2012-01-31,136.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,kansai,osaka,osaka_kita,4ccba8cbee7d07195dd54b6f4c46dc75
b'Japanese hotel',b'Hotel and Japanese hotel',50,17800,8800,2011-09-17 12:00:00,2011-09-20 12:00:00,3,2011-09-21,2012-03-18,179.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,tokai,shizuoka,shizuoka,5fcc162f7b64400564e882d31d261f34
b'Food',b'Food',52,4200,2000,2011-09-06 12:00:00,2011-09-09 12:00:00,3,2011-09-11,2012-02-28,170.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,tokai,aichi,aichi,f5e465a179c920ff7b3b61a5c8e2322a
b'Food',b'Food',50,3440,1720,2011-09-20 12:00:00,2011-09-22 12:00:00,2,2011-09-25,2011-12-08,74.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,chiba,chiba,828ab1fdc0128e2cefebc0caddaaf8bd
b'Food',b'Food',50,5000,2500,2011-09-21 12:00:00,2011-09-23 12:00:00,2,2011-09-25,2012-03-10,167.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,kanto,chiba,chiba,b68f9ce9ba5ddbd6eaa4e42d15b24f99
